0	35278485	234632181	44048	404682133	327709405	1566803733	1010652341	79662204	2398807	370172293	259628322	44269979	902072341	1276396894	33616040	349616	130642	32709	665611457	422705870	459425363	9978087	19708815	694289662	7456171	7101390157	1169441643	483080292	570703765	73372751	1331926533	100874588	190500158	32866560	287440640	617707666	136554659	233167088	13008959	699742	135711794	3172013735	6397469	93022690	439057	45684568	17573345	61124109	22307904	7898	2886698	8241109	21277559	23194383	44574030	3313194	3238	98537224	28509756	417753	18638606	672663	1889394	84245	6523	0	14563061	413571	30004538	2221277	16484956	28850665	14435525	104317506	0	22580	6218860	69906820	989033	61968078	114487	13989486	4034420	9522564	20671474	480011	268999	508672739	111580002	86550	84935129	4083632	12612	85967	460277950	144356	21995	49153173	61276563	3512575	0	173044	10325	7351	1140	9744	30381	3058	3264	577810	129648	95407	0	15302	1837978	505536	847	4197	48808	5779	240149447	141328852	241826	7400488	61828	2589271	366380	50735	4573021	1436	1571790	914073	36093	47436199	51590	2549951	1468314	34761625	17589296	29135	566606	997417	2732	1145927	13030	1320252	265210	4073348	8040496	26052034	503014	0	0	0	0	0
92862946	0	591225251	1440749	177820630	1912154671	212445801	8535302933	291010939	10848658	119391226	377379096	234994266	1182384156	1182259992	158608226	816919	14011491	409350	76260383	88419846	70338317	47361160	12656075	2675774088	25656825	325412286	123342802	18516122	699959190	231615481	26421645	12620026	10409900	106246428	142920813	61325511	512600004	21109915	6600075	21537225	181196903	913580355	37491821	30133038	963077	12711691	21484643	26914193	22044677	7131	21295969	14347316	87420729	4953374	7020147	8906339	5577209	27932196	1418285	153041683	3675939	1300961	354558	4111222	7221270	293638	13558414	3989098	312255020	9827339	473704359	85683970	4721748	323937	286658	1353547	525556167	62612405	9603823	33379546	462155	190118	7874467	8301224	1616961	80753830	2424489	246672	236893366	1398371	71351676	8965681	5870093	1833559	674645077	41277785	1832232	537999457	80789706	9123320	649799	910347	0	291892	8624066	460649	63234	483658	434630	3421515	429865	3718021	0	304429	5900468	294903	283083	162324	131308	362024	137543292	96123435	35068	0	14122	15763112	1002622	3040380	1098945	2075972	2448551	523808	365827	2199424	681852	2779483	672411	4955963	3655780	156616	216754	2721102	47599	77275	99811	7094220	880994	52200	0	1391228	6665793	111474	141463	0	0	0
195769357	792081786	0	9493464	426068005	1854105142	273729668	15597412286	801179397	16218260	192268801	1555589155	499153544	15102071552	7009656038	429072177	2920541	13829550	4791321	379056988	131125831	978221447	268229821	42094489	5690550502	67983278	788744573	222766653	104835802	12506047834	593814173	65437204	68357267	38820702	394146176	401142970	121219088	1207143396	188490111	9009383	130250265	502828527	4125071481	158263459	137867029	20346536	119366233	56646886	173478797	44331535	196889	32859200	47302202	83371915	20409994	16870887	6384491	640220	90397171	29157059	82313871	13714675	717513	2295568	45745943	71085606	14834414	31677005	8682281	91005629	8800316	127321039	251449614	19483604	989746	2403345	4982208	130358230	1574828237	6425930	55498696	10884594	1420547	141962047	18959249	11464365	115708637	15547208	15024529	107590849	6536557	34123530	27528735	31526399	3944049	492794261	45906345	9291437	160256545	281832165	6114352	1779731	35153949	0	32996399	10848782	7079354	121212	1078658	2022779	277538446	3203711	11583732	6184	16264803	16657045	2176927	31559692	7941443	1869053	6706319	150201790	62333665	2205	1801	106231	69876270	9129262	11608017	887465	99722	4983326	10573809	2092056	8231095	6187818	1889435	10187538	2015523	14518693	27916222	4621006	4738896	58600	849264	2391186	14281497	4063630	3459501	44107	8256912	8129031	1000234	2787683	4733	0	0
4871	4370910	7379622	0	2470316	202000	0	9508983	126134	203423	0	2483851	50888	26817177	21994873	30045	0	5957	1415	0	33327	1341	0	5542	7728339	0	8398135	34469	6573833	646241	59591	673	0	0	51677	0	1318374	31496	0	32129	0	44000	103707267	132098	9104912	0	847989	10622065	276658455	7548592	4096	0	0	0	0	142420	60238	0	0	0	0	0	0	0	0	0	0	3029452	119428	0	0	0	0	0	0	0	0	0	74894	4264	0	0	0	0	0	0	0	8483	0	0	11199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
489455845	116414170	554065666	8820321	0	217951614	1792508346	1581561810	89981918	39340058	89347395	199967947	106433544	1052412140	2557583030	59777963	3509106	30442224	699831	291206518	323129504	214620736	157780009	8597969	760988814	9189640	5682421205	1070918438	121260018	649871748	287564371	118411264	80493671	92529966	150355795	197128106	155489585	258486946	166931858	78188891	64866527	157884872	67989789089	289607635	486497663	5668892	409849588	144375019	61924762	77149519	14295616	11681630	14464817	22742763	24445773	4394355	19665269	491491	17317009	94087456	27090916	8687023	24989585	33544076	8578556	13098609	0	208157395	39373718	11188565	207131223	42301491	152306783	27341910	2628014	4382803	10661898	12554809	131842851	72180804	18840872	3045041	2759815	153887794	1383264	822329	17470138	29726504	26980675	11343678	4862989	40954503	9189516	9774945	11824348	604856216	6705231	598531	13814758	87451197	7034446	34118	3601540	0	0	2502625	0	4560783	29692066	0	13458240	0	42858914	19957	1042980	19331351	118625	2938481	433072	0	19310532	128571263	90507776	92525	0	0	4502328	4394756	0	809935	0	13942637	1264237	2834585	2564738	0	7766732	2841828	5377996	2734303	0	245263	622898	25523147	206013	0	17318544	620950	1785316	258791	4378757	15020008	2312638	1053142	0	636246	0
361978303	1490861393	1504528588	6132001	420665242	0	491975137	9227516311	500757879	51913255	216090909	763199808	369096838	3686480091	3702268669	223954607	1304136	20050422	877009	875682618	105224469	168382583	93882611	16032546	5556762854	32688087	2853947176	289066549	85961727	1169284417	347341400	68557270	135100572	80161767	294078175	670960102	293542065	807381629	165701806	5824187	37804954	456776870	4033292921	130872950	329807981	3023501	156179742	70443995	107293187	56440954	440392	30636343	30039854	180824788	21700359	18879080	19151825	2673346	138279848	25462417	154685018	52668073	20090857	1967819	32710817	33785571	1086886	83780548	16290514	209116365	34529022	237557014	84631170	16628839	1430575	308331	12342296	214573325	817721843	6927584	94483060	5075846	6649576	52103810	11835719	8485540	103442410	125234783	3095373	176017465	9286132	19528081	19256846	10120873	8640851	478838122	68505204	2973419	285940452	276705994	16343332	20982941	28136299	0	1548219	2091792	1388088	362659	32609240	343267	18424572	451462	12183912	0	5334019	12820330	2121667	3160780	372246	17476	3056644	220729333	122184657	23456	0	1749961	58572877	5392238	2860907	4217991	1725298	4171474	1814232	2704444	1099699	2616933	9131469	2260930	3131180	21009378	2283222	1407202	822721	0	339698	359268	13971405	6253843	964893	48559	3209805	6670772	1213488	403231	32509	0	0
460327860	99572529	188063608	4875118	534315659	170779487	0	1689480979	221805340	2129224	83558089	229170237	95207555	992606377	591981999	36253191	866548	2604169	1277289	13820624218	370536372	108961935	34680376	3297840	923296282	108311049	6776705214	2990523	341802984	359249037	156677319	64780564	248572289	245805792	38097591	334389756	1299354581	196982781	464353801	5651278	20922251	88156307	6288085670	14269689	243252333	2134628	43339377	28191845	13370118	56888657	54144	8984652	16991959	102289003	65952861	9027436	1765290	15183536	123021149	78758546	66023284	9858243	1132915	578577	22735164	6941686	1920619	6725137	774766	263358134	79527170	254254224	44292529	7424354	9169602	850575	3052635	193031411	0	2775079	94036915	29800269	226997384	65521650	5233392	22159974	20503077	24194082	19754180	352664385	3076800	383232714	19099902	11469946	4737131	1247111990	36844064	17560039	45492050	3037672	249713	6647473	2449399	0	2340371	10108720	2915047	185930	0	516203	9129022	6800254	2785014	0	1434439	4265508	3625475	4462535	7559372	251443	286521	88944387	73941785	268241	167288	593732	19562686	5584095	5924826	68649144	20265441	4871791	21358053	3714	189052	3608013	13587460	20485860	276201971	9373429	5996586	3141359	3394043	0	587239	791025	10761540	8573214	0	1055007	24973375	922957	231784	231614	0	0	0
1719295725	14654131405	18870253256	48094759	2441388405	17785192162	2840500855	0	5471648454	158032979	922733653	7195255954	3143881974	30721721526	24012497983	2615613273	19282181	91447420	37221997	1195395800	761132384	1536520792	1035364911	217858549	24156116711	236922109	5583491316	1621109131	521127370	22132386542	3195943772	373915351	444478928	365674000	1830505534	1627035009	1012382805	8204540518	798209926	66176139	360578988	2022558000	26272733128	730145599	1402437992	34944957	775834019	244827508	695096974	318803972	374501	124597406	133501170	566717362	82825970	144095243	83949404	13325000	670750000	101161000	837970000	64451000	16450000	9280000	79686000	136279000	16048000	293267794	76285795	1312243000	68287000	0	666133000	88529000	5195782	5172000	20678000	1548965000	1472321431	24474625	393460000	37682000	8159291	352809000	169694000	47535000	491179000	70311000	24768539	1280747000	62317000	312912000	70041000	40767000	33274000	3976357984	165145000	38285000	3181271000	2425417000	74225000	29248000	47112000	0	30066000	19418000	14581000	448000	15777000	7703000	130383000	5198000	42878000	23000	31001000	93235000	4736000	21952000	12310000	2216000	21464000	1440116000	384406000	244000	83000	1730000	101638000	25862000	30085000	39971000	5739000	34937000	24149000	19223000	14162000	19266000	18742000	12153000	31112000	86166000	26355000	19505000	33514000	562000	2134000	5850000	61504000	43515000	13053000	1534000	18195000	43897000	2436000	5535000	12000	0	0
115376973	234063873	456959757	2801964	168953978	531640348	164353393	3870789465	0	5540942	64194060	352205699	518022913	1284350122	2824265784	148885930	307294843	4881143	993075	157035812	24560670	47906336	117407086	131733292	1191173062	26421252	864977364	112198939	35524739	980991638	1611453918	33426244	20126373	26019633	119808274	168771494	135538070	2544849211	50408128	5961715	9144980	46980204	1776254562	32807021	27045636	2276844	11544050	10990377	16704985	18122227	604001	15276973	19399611	41703079	8036396	16795985	5608894	317970	53121699	65231439	12742487	16682129	17182621	1446887	2851844	11629911	1118895	9371737	4208625	38590620	7000579	59835581	29019475	7947645	376224	1689701	3031738	40693389	58373683	2855446	45306444	13617513	15389181	26379029	16648919	1967217	20313778	25554199	1794385	75822401	844938	3186237	9962877	22859455	3104461	104786083	6968158	2531946	57779317	22289740	7829741	593144	8939378	0	320533	1564437	3261393	2338049	9367605	321642	2085423	6269064	3231857	210586	234566	3349465	11175576	1426011	3307899	0	1288427	95651393	14075921	3479	23112	96258	10359649	1268977	2153943	475409	56432	7600371	716599	11862535	1604196	1804781	6345846	7721102	1457428	12659031	2860453	5160899	7367488	1104823	403772	113149	42954542	3919979	305259	2619	28932585	4710179	850696	563553	0	0	0
3226781	11591831	9260835	435893	63952092	7396395	6255488	108885215	1726528	0	635330	19560245	9231362	17484235	12779845	517332	0	2734945	1930	1147787	289777	0	8994448	20700	31028591	0	62850186	107100911	181699	11678209	554202	12635003	75948	0	3626722	624405	82251	3187799	29834	225841	0	0	1260590346	7268777	13568063	17790	7381387	33481144	19580100	33476957	0	1664	0	0	0	66153	97224	0	0	0	0	0	0	0	0	39263	0	33497144	8476705	0	0	0	0	0	0	0	147455	0	1043719	13110568	0	0	0	1973561	0	0	0	23260265	0	0	92926	0	0	0	29825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
