0	726537159	58110166	1303544924	105542783	59672726	17009759	615650682	152707780	225192724	118603047	707484640	215136261	57699820	2222107981	294404892	81902624	348747443	125536993	11980454	1284153073	0	2826698	0	18234256263	405845640	122201962	51934094	3725424	106380613	8966498042	87761782	121470966	100197221	433291430	447123385	79109743	242131580	279731630	350106755	1524693455	262792228	629830008	30823233	108657219	8429890984	62660888	3996094	19596913	10446651	2799875	0	22474782	131322491	85565860	83721644	9402821	7103915	27199660	0	12011761	34890210	176950496	11936150	96075410	42838820	8831083	0	3744544	2734724	18333554	3498141	12418936	2930444	0	367533520	155606962	309651235	41158063	7635044	0	4188836	0	135693754	136847521	71312797	0	4860342	0	28686662	60963942	246504638	8309293	7115161	4495126	16982888	23439622	29336180	0	30977482	371119764	345339100	4630797	6962908	355153700	39059266	0	4067281	1475705333	0	0	21077929	0	3536510	3177465	0	5090444	0	3250816	0	0	0	7414640	4483763	0	0	12640349	2973083	6104113	10296681	0	0	0	2942450	133602411	8554625	21477144	0	0	4307955	21703881	6275204	12850251	2707851	23680782	0	16032898	0	0	0	0	0	0	0	0	0
787649983	0	558401732	6429896357	1574509348	1362074276	15475335	2253859206	830546983	6529194170	469076258	3444043024	2972200504	151318737	15977015098	1712961379	421572866	3891954234	1279848504	17429484	11876636846	7581024	34989212	10119351	1532053054	314113274	1521304870	5996123733	129020183	201652242	3830165682	828869713	116942302	337716289	732326523	6934172558	602788187	395906796	203517235	2277232691	1154638274	3571419212	546369916	60574813	712017801	18315271587	283086427	18583815	301585676	240115803	33921544	120408045	354200701	375458577	507974962	149993868	285495751	60526538	37942880	45394569	21543353	0	767293361	14542869	103710153	143512387	232854813	36298721	10277622	67077817	55343466	35549667	40693947	14837990	23251306	231638136	52844727	198141235	131779113	83879875	18077130	16424515	11881448	178134247	431666357	729398951	1100198001	94004098	13974028	97102355	20442840	32326562	8005172	22177961	214068220	2910917	67744221	658107272	12214079	56277848	311227415	5174274	37754477	154211888	74264377	150332128	17165361	18023578	906332554	10091240	18202442	31449910	65549492	56101731	1894890655	143068678	93519304	45596432	4526737	6640449	20803076	40994450	15066343	27930914	15905399	33350297	221182043	119675039	17555065	33913134	0	0	0	0	20139510	41359586	5328750	47205459	9665541	11803328	8276303	2905121	25859991	25165364	40881060	0	153605468	3941947	0	0	10860991	0	36113011	0	0	13031669
32900390	570514306	0	1097625182	229874802	35963229	0	30044393	139074304	246069190	0	51562357	73460517	4970972	1655237016	68250175	99514367	145872876	72875616	0	660364462	0	0	0	10705340	0	5603070	18360483	0	18707025	122980843	20387171	0	0	0	215517293	0	0	0	107195784	37416479	101352756	4995261	65046091	82742073	533860292	95255686	0	11419718	125500311	2679209	0	0	13411339	100812979	6085235	2610008	0	0	0	0	4917105	26110363	0	0	33579182	0	5108062	0	0	0	0	0	0	0	28628251	0	26784160	17320611	4827773	0	0	0	10543013	6822052	55941357	54051748	0	0	38976242	9585496	0	0	0	17612436	0	0	15139941	0	14486883	11726144	0	0	4194087	31533502	6280534	0	0	89519693	0	0	0	0	0	3460979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15178569	0	0	0	0	0	0	0	0	0	0	0
1384693392	9251573116	1628616187	0	700275922	1503806049	292500125	914694543	2989622056	3589231557	329232096	1453228664	5409709002	117324179	21173639481	932586146	684999095	5279284654	857101713	0	19056997931	4211910	53988710	26987512	940983813	229151044	311672088	356582137	66822011	143644754	2625690753	574626448	24223883	256911760	140053690	3410838069	120555819	209542985	117735781	1481950366	591384765	1677223660	217092321	477894180	1005967408	11795426820	1288357684	43665960	653161272	173456311	66957425	81295565	86648198	322807750	1318911956	254069148	83160451	67467891	2830687	35867339	2612423	37821961	398380317	29424929	21894553	203443956	53071231	11785999	16804417	4652865	87376717	67845219	124911174	47483754	24690109	280000083	92534930	260109594	796485151	238137552	3308197	9925440	6702930	317623665	372854171	202831735	724370127	36149326	0	306711211	34205627	5365580	22583945	28052113	363447617	4023751	30070508	301498865	31285337	110219813	374326868	19086945	22851221	53686673	72040812	92939274	11993101	74965397	2095736668	0	3211586	21796571	9222516	31818375	607767389	34243681	23207347	63397813	13168730	12198578	0	13599360	13102116	76521001	3337808	25706494	34459667	32471403	24653898	9664317	18395798	0	0	0	3218216	96013478	14181331	7871565	13061986	16768864	0	10483697	45362350	6771098	118694150	4652515	71416582	11419499	0	0	3959954	0	19232011	6629467	0	20786592
135665011	4782732592	53109950	446333140	0	160828337	17641244	78224751	140653833	482333535	68329446	366913786	241837689	30260899	3128770146	1059955883	19904675	212320144	434098134	0	1781356182	24324381	3437230	0	54871413	28762337	52176499	60708799	137764162	0	466030690	97444417	4999482	30174686	29110088	1292340792	15174805	45797496	5550704	26417451	66858737	2478648942	75473625	8880860	65433567	1583897171	35666782	4725929	42081043	24073999	0	12292310	4727102	3044584	4204318	9367422	3641701	0	0	0	0	0	24677322	0	5093907	4523468	3700679	18809307	0	0	3054567	0	0	4336326	0	27236720	0	18331511	7842039	3508971	0	0	0	9868369	20403284	5126732	95900624	4152792	0	3287466	207561781	0	0	0	0	0	0	13399059	0	71147108	67394318	0	0	0	0	3264996	2765249	0	130041974	0	0	0	0	0	3513556	4470001	5165274	0	0	0	0	10099086	0	4547788	0	2870632	0	0	0	0	0	0	0	0	0	6080348	0	0	0	8441286	0	0	0	0	0	0	9941625	5866202	0	0	0	0	0	0	0	0
34546015	1504328859	24117792	409473700	209291762	0	9885854	37939913	170536278	303608213	31311838	105880546	202254228	3888455	1599780884	237291015	23460360	1162262728	163694979	0	1585385277	0	0	0	17995075	3108201	17710216	65461627	13760812	0	94081613	39436102	0	4244011	3994606	519703560	9346223	2895097	3437905	24865094	14117876	477557556	12808514	2831198	12068524	692746292	9087810	3147947	9813966	12560095	4749230	0	2699076	3588303	0	23165989	0	0	0	0	0	0	2714117	0	0	6249160	0	0	0	0	0	0	5158965	0	0	4206495	0	4911509	34926990	0	0	0	0	7317842	23519613	11946351	26845825	0	0	3341713	3957383	8279471	0	0	3680336	0	0	10475653	0	3690999	3174958	0	0	0	5126349	0	0	0	66208720	0	0	0	0	0	32667036	0	0	206696335	0	0	0	0	0	5457362	0	0	0	0	0	0	18526302	0	0	0	0	32761391	0	0	0	0	0	0	2823596	0	0	0	0	0	0	0	0	0	0	0	0	0
374592036	105678006	18123574	409418474	31512672	134846521	0	36874529	16670648	235158549	671768131	91426587	62918645	252267534	812531351	105773986	42947669	240316736	41033252	0	285547067	0	9012371	0	70054829	45589556	61834520	10063084	0	9082489	445720761	70199179	0	132799850	73404610	472762403	10174571	2916968	0	12008809	55405355	45496082	49035554	27333029	17858788	1422241928	29284825	0	96526301	3674521	15722845	86080206	0	0	0	21205594	0	188052991	0	165332332	0	0	0	0	3427208	0	0	0	81285075	0	0	0	0	0	4131111	0	0	0	3606994	0	0	0	0	0	0	0	35147141	0	0	0	0	0	0	0	0	0	0	0	5761514	0	15380721	0	48174715	0	0	0	4670347	0	0	0	0	0	6702572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1028535915	1288960269	30781969	886181525	76867755	48910876	53521720	0	27287925	361059787	98319080	505233651	90185528	21494450	1093247000	55944157	429207691	201051940	80370883	128488285	934151495	0	0	0	686256131	528603299	434864591	13283047	27243748	18034876	9237937935	1636090904	24758930	33387075	619173519	451002546	1431142349	118357588	291411443	256549380	788287817	134465780	316435974	4984449	170906755	3573066573	78241586	0	10890763	0	10137941	11551154	16646288	65172994	3957386	2776475	63560112	29926134	587384646	0	0	0	122039913	0	36391266	11232225	22671446	4350946	0	3059908	0	0	0	0	0	55001460	0	0	26607797	0	0	0	0	4250557	236939999	169734741	93946782	3224258	0	0	0	12019158	0	0	0	0	26705240	3524612	0	0	154594076	33135967	0	16391988	81898162	0	0	0	575584471	0	0	0	6411548	0	87452244	0	7347425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7289899	0	16968072	5242732	0	0	60953017	0	0	0	0	0	0	0	2643713	11519110	13436852	0	0	0	0	0	0	0
193638218	1422468795	140863978	3080633593	223386758	124146622	41518918	104546985	0	662871135	30091310	214419303	2021152206	19162915	9955944407	309804563	125104725	481381051	235668940	0	1385188313	0	5058237	0	105107337	77813477	71014556	50285150	10933386	37527333	406883612	99404693	3399455	16916908	27456377	727461295	22662104	32288133	12244061	196058540	77496267	605681138	34194491	25858369	226183954	1052202271	557278202	0	54198531	33530154	8390279	15130085	14513167	33061176	91226792	15484044	8195519	12766138	3981124	8359687	0	8630266	29104694	8973198	2658968	193325787	4464883	3698668	0	0	5517018	6131221	3165734	0	3274945	377517953	4934074	461612186	131063824	4876530	0	0	0	538648064	124559769	161122741	60442955	0	0	33385211	0	0	0	0	6961879	0	0	35768873	0	0	299953173	19006211	0	5583184	41410077	13397566	0	0	891498784	0	0	0	0	0	99706782	4009588	10706249	0	0	0	0	0	0	2638855	0	0	0	7749633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6957648	0	20357014	0	3435756	0	0	0	0	0	3744096	0	0	0
347302974	8573805499	409393060	6184184403	527765180	661906034	79065267	227719406	869526344	0	129774750	456198703	1743927658	44584467	16567406258	805505528	182173395	1796441003	475302711	0	14982678727	0	12931220	10371250	506534959	151576997	1309139979	294620372	31028543	69555925	1048595160	332500336	26830316	154854547	117177170	13510380880	56701283	81252509	68270915	548488083	181078137	1354672652	306394928	166555706	496662591	4402597167	171790785	22204518	164302426	34616994	15940292	55246603	44302861	57550617	151033495	148176864	19282626	74000130	5054914	5951967	2715322	0	88729342	7791967	27137491	66309572	14303751	0	4008863	0	45149233	50916522	301499258	19396010	11862578	83905563	21200731	128649327	218222585	21713305	0	7067175	4538044	107091014	110630358	90343490	1813904458	10169583	0	76152248	12895360	3269962	9549272	10063603	23647411	0	20689336	96348309	0	11572842	112370760	4392193	9703218	12986427	23925647	18467270	7379655	2621077	418601630	0	0	9509585	4337463	7954837	318005584	9428939	11129897	34078309	29445901	6409356	0	12703977	3196829	9351553	0	18598329	16136694	3386553	35277879	6188901	0	0	0	0	0	4663448	11265898	0	7947143	5668383	5545089	33305374	26753931	6716435	31915430	4454412	12951278	0	0	2775009	0	0	9705150	0	0	0
